"full_date","speechtitle","hyperlink","name","position_cat1","type"
1998-11-05,"The structure of the international financial system","http://www.federalreserve.gov/boarddocs/speeches/1998/19981105.htm","Alan Greenspan","3","Public"
1998-11-06,"Examining community reinvestment","http://www.federalreserve.gov/boarddocs/speeches/1998/19981106.htm","Edward M. Gramlich","1","Public"
1998-11-12,"Modernizing financial services regulation","http://www.federalreserve.gov/boarddocs/speeches/1998/19981112.htm","Laurence H. Meyer","1","Public"
1998-12-16,"Progress report by the President's Working Group on Financial Markets","http://www.federalreserve.gov/boarddocs/testimony/1998/19981216.htm","Patrick M. Parkinson","Associate Director","Senate"
1999-01-03,"Thoughts on the start of a new year","http://www.federalreserve.gov/boarddocs/speeches/1999/19990103.htm","Roger W. Ferguson","1","Public"
1999-01-04,"The transformation of the U.S. banking system","http://www.federalreserve.gov/boarddocs/speeches/1999/19990104.htm","Laurence H. Meyer","1","Public"
1999-01-11,"The transformation of the U.S. banking system","http://www.federalreserve.gov/boarddocs/speeches/1999/19990111.htm","Laurence H. Meyer","1","Public"
1999-01-15,"The making of monetary policy","http://www.federalreserve.gov/boarddocs/speeches/1999/19990115.htm","Roger W. Ferguson","1","Public"
1999-01-20,"State of the economy","http://www.federalreserve.gov/boarddocs/testimony/1999/19990120.htm","Alan Greenspan","Chairman","House"
1999-01-21,"The international millennium challenge ","http://www.federalreserve.gov/boarddocs/speeches/1999/19990121.htm","Roger W. Ferguson","1","Public"
1999-01-28,"Social security","http://www.federalreserve.gov/boarddocs/testimony/1999/19990128.htm","Alan Greenspan","Chairman","Senate"
1999-02-09,"The budget surplus and social security","http://www.federalreserve.gov/boarddocs/testimony/1999/19990209.htm","Edward M. Gramlich","Governor","Senate"
1999-02-11,"H.R. 10 and the need for financial reform","http://www.federalreserve.gov/boarddocs/testimony/1999/19990211.htm","Alan Greenspan","Chairman","House"
1999-02-11,"Latin America: Lessons learned from the last twenty years","http://www.federalreserve.gov/boarddocs/speeches/1999/19990211.htm","Roger W. Ferguson","1","Public"
1999-02-16,"The interaction of education and economic change","http://www.federalreserve.gov/boarddocs/speeches/1999/19990216.htm","Alan Greenspan","3","Public"
1999-02-23,"The Federal Reserve's semiannual report on monetary policy","http://www.federalreserve.gov/boarddocs/hh/1999/february/testimony.htm","Alan Greenspan","Chairman","Senate"
1999-02-23,"Need for financial modernization","http://www.federalreserve.gov/boarddocs/testimony/1999/19990223.htm","Alan Greenspan","Chairman","Senate"
1999-02-23,"The budget surplus and social security","http://www.federalreserve.gov/boarddocs/testimony/1999/19990209.htm","Edward M. Gramlich","Governor","House"
1999-02-24,"Dilemmas of an economic superpower","http://www.federalreserve.gov/boarddocs/speeches/1999/19990224.htm","Alice M. Rivlin","2","Public"
1999-02-25,"Service credit under the federal employees retirement system","http://www.federalreserve.gov/boarddocs/testimony/1999/19990225.htm","Edward W. Kelley Jr.","Governor","House"
1999-02-25,"Evolution of financial institutions and markets: Private and policy implications","http://www.federalreserve.gov/boarddocs/speeches/1999/199902252.htm","Roger W. Ferguson","1","Public"
1999-02-25,"The global economic outlook and monetary policy challenges","http://www.federalreserve.gov/boarddocs/speeches/1999/19990225.htm","Laurence H. Meyer","1","Public"
1999-03-01,"Learning from financial market turbulence ","http://www.federalreserve.gov/boarddocs/speeches/1999/19990301.htm","Alice M. Rivlin","2","Public"
1999-03-03,"On investing the social security trust fund in equities","http://www.federalreserve.gov/boarddocs/testimony/1999/19990303.htm","Alan Greenspan","Chairman","House"
1999-03-03,"Global financial integration","http://www.federalreserve.gov/boarddocs/speeches/1999/19990303.htm","Roger W. Ferguson","1","Public"
1999-03-04,"regulation","http://www.federalreserve.gov/boarddocs/testimony/1999/19990304.htm","Richard A. Small","Assistant Director","House"
1999-03-08,"Small business access to capital and credit","http://www.federalreserve.gov/boarddocs/speeches/1999/19990308.htm","Edward M. Gramlich","1","Public"
1999-03-08,"Mortgage finance","http://www.federalreserve.gov/boarddocs/speeches/1999/199903082.htm","Alan Greenspan","3","Public"
1999-03-09,"Changes in small business finance","http://www.federalreserve.gov/boarddocs/speeches/1999/19990309.htm","Alan Greenspan","3","Public"
1999-03-10,"Y2K and public confidence in the banking system","http://www.federalreserve.gov/boarddocs/speeches/1999/19990310.htm","Edward W. Kelley","1","Public"
1999-03-12,"Financial modernization: The issues","http://www.federalreserve.gov/boarddocs/speeches/1999/19990312.htm","Laurence H. Meyer","1","Public"
1999-03-16,"The farm economy","http://www.federalreserve.gov/boarddocs/speeches/1999/19990316.htm","Alan Greenspan","3","Public"
1999-03-16,"Small business access to capital: Current status and initiatives ","http://www.federalreserve.gov/boarddocs/speeches/1999/199903162.htm","Roger W. Ferguson","1","Public"
1999-03-18,"The proposed Bankruptcy Reform Act of 1999","http://www.federalreserve.gov/boarddocs/testimony/1999/19990318.htm","Oliver Ireland","Associate General Counsel","House"
1999-03-19,"Financial derivatives","http://www.federalreserve.gov/boarddocs/speeches/1999/19990319.htm","Alan Greenspan","3","Public"
1999-03-24,"Hedge funds","http://www.federalreserve.gov/boarddocs/testimony/1999/19990324.htm","Laurence H. Meyer","Governor","House"
1999-03-24,"Hedge funds","http://www.newyorkfed.org/newsevents/speeches/1999/mcd990324.html","William J. McDonough","President","House"
1999-03-25,"On H.R. 3150, the Bankruptcy Reform Act of 1998","http://www.federalreserve.gov/boarddocs/testimony/1999/19990325.htm","Edward M. Gramlich","Governor","Senate"
1999-03-25,"Thinking about Y2K","http://www.federalreserve.gov/boarddocs/speeches/1999/19990325.htm","Edward W. Kelley","1","Public"
1999-04-06,"Social Security","http://www.federalreserve.gov/boarddocs/speeches/1999/19990406.htm","Alice M. Rivlin","2","Public"
1999-04-13,"Year 2000 progress","http://www.federalreserve.gov/boarddocs/testimony/1999/19990413.htm","Edward W. Kelley Jr.","Governor","House"
1999-04-13,"The payments system and Year 2000","http://www.federalreserve.gov/boarddocs/speeches/1999/19990413.htm","Roger W. Ferguson","1","Public"
1999-04-14,"The global economic outlook and monetary policy challenges","http://www.federalreserve.gov/boarddocs/speeches/1999/19990414.htm","Laurence H. Meyer","1","Public"
1999-04-16,"Technology and trade","http://www.federalreserve.gov/boarddocs/speeches/1999/19990416.htm","Alan Greenspan","3","Public"
1999-04-20,"Veterans' benefit payments and Y2K","http://www.federalreserve.gov/boarddocs/testimony/1999/199904202.htm","Kenneth Buckley","Assistant Director","Senate"
1999-04-20,"Reporting requirements under the Bank Secrecy Act","http://www.federalreserve.gov/boarddocs/testimony/1999/19990420.htm","Richard A. Small","Assistant Director","House"
1999-04-22,"Structure, instability, and the world economy","http://www.federalreserve.gov/boarddocs/speeches/1999/19990422.htm","Laurence H. Meyer","1","Public"
1999-04-22,"A stabilization policy strategy","http://www.federalreserve.gov/boarddocs/speeches/1999/199904222.htm","Edward M. Gramlich","1","Public"
1999-04-26,"The euro in the international financial system","http://www.federalreserve.gov/boarddocs/speeches/1999/19990426.htm","Laurence H. Meyer","1","Public"
1999-04-28,"H.R. 10 and financial modernization","http://www.federalreserve.gov/boarddocs/testimony/1999/19990428.htm","Alan Greenspan","Chairman","House"
1999-04-29,"Currency reserves and debt","http://www.federalreserve.gov/boarddocs/speeches/1999/19990429.htm","Alan Greenspan","3","Public"
1999-05-06,"Hedge funds, leverage, and the lessons of Long-Term Capital Management","http://www.federalreserve.gov/boarddocs/testimony/1999/19990506.htm","Patrick M. Parkinson","Associate Director","House"
1999-05-06,"The American economy in a world context","http://www.federalreserve.gov/boarddocs/speeches/1999/19990506.htm","Alan Greenspan","3","Public"
1999-05-12,"Comments on H.R. 1585 and regulatory streamlining","http://www.federalreserve.gov/boarddocs/testimony/1999/19990512.htm","Laurence H. Meyer","Governor","House"
1999-05-13,"On sustaining U.S. economic growth","http://www.federalreserve.gov/boarddocs/speeches/1999/19990513.htm","Alice M. Rivlin","2","Public"
1999-05-13,"On economic literacy","http://www.federalreserve.gov/boarddocs/speeches/1999/199905132.htm","Alice M. Rivlin","2","Public"
1999-05-18,"On modernization of the Commodity Exchange Act","http://www.federalreserve.gov/boarddocs/testimony/1999/19990518.htm","Patrick M. Parkinson","Associate Director","House"
1999-05-20,"Efforts to improve the â€œarchitectureâ€ù of the international financial system","http://www.federalreserve.gov/boarddocs/testimony/1999/19990520.htm","Alan Greenspan","Chairman","House"
1999-06-01,"Dilemmas facing United States policymakers","http://www.federalreserve.gov/boarddocs/speeches/1999/19990601.htm","Alice M. Rivlin","2","Public"
1999-06-02,"Trade and technology","http://www.federalreserve.gov/boarddocs/speeches/1999/19990602.htm","Alan Greenspan","3","Public"
1999-06-03,"Moving forward into the 21st century","http://www.federalreserve.gov/boarddocs/speeches/1999/19990603.htm","Laurence H. Meyer","1","Public"
1999-06-10,"Commencement address","http://www.federalreserve.gov/boarddocs/speeches/1999/199906102.htm","Alan Greenspan","3","Public"
1999-06-10,"The making of monetary policy","http://www.federalreserve.gov/boarddocs/speeches/1999/19990610.htm","Roger W. Ferguson","1","Public"
1999-06-14,"High-tech industry in the U.S. economy","http://www.federalreserve.gov/boarddocs/testimony/1999/19990614.htm","Alan Greenspan","Chairman",""
1999-06-14,"Market discipline as a complement to bank supervision and regulation","http://www.federalreserve.gov/boarddocs/speeches/1999/19990614.htm","Laurence H. Meyer","1","Public"
1999-06-14,"Market discipline as a complement to bank supervision and regulation","http://www.federalreserve.gov/boarddocs/speeches/1999/19990614.htm","Laurence H. Meyer","1","Public"
1999-06-14,"Market discipline as a complement to bank supervision and regulation","http://www.federalreserve.gov/boarddocs/speeches/1999/19990614.htm","Laurence H. Meyer","1","Public"
1999-06-16,"Loan-loss reserves","http://www.federalreserve.gov/boarddocs/testimony/1999/19990616.htm","Laurence H. Meyer","Governor","House"
1999-06-16,"A policy in Lampman's tradition: The Community Reinvestment Act","http://www.federalreserve.gov/boarddocs/speeches/1999/19990616.htm","Edward M. Gramlich","1","Public"
1999-06-17,"Monetary policy and the economic outlook","http://www.federalreserve.gov/boarddocs/testimony/1999/19990617.htm","Alan Greenspan","Chairman",""
1999-06-22,"Public information and public confidence in year 2000","http://www.federalreserve.gov/boarddocs/speeches/1999/19990622.htm","Roger W. Ferguson","1","Public"
1999-07-21,"Financial privacy issues","http://www.federalreserve.gov/boarddocs/testimony/1999/19990721.htm","Edward M. Gramlich","Governor","House"
1999-07-22,"The Federal Reserve's semiannual report on monetary policy","http://www.federalreserve.gov/boarddocs/hh/1999/july/testimony.htm","Alan Greenspan","Chairman","House"
1999-07-29,"Continuing the countdown to year 2000: Focusing on public disclosure and public confidence","http://www.federalreserve.gov/boarddocs/speeches/1999/19990729.htm","Roger W. Ferguson","1","Public"
1999-08-27,"New challenges for monetary policy","http://www.federalreserve.gov/boarddocs/speeches/1999/19990827.htm","Alan Greenspan","3","Public"
1999-09-08,"Maintaining economic vitality","http://www.federalreserve.gov/boarddocs/speeches/1999/19990908.htm","Alan Greenspan","3","Public"
1999-09-08,"Q&A on the economic outlook and the challenges facing monetary policy","http://www.federalreserve.gov/boarddocs/speeches/1999/199909082.htm","Laurence H. Meyer","1","Public"
1999-09-09,"Transparency and responsibility in monetary policy","http://www.federalreserve.gov/boarddocs/speeches/1999/19990909.htm","Roger W. Ferguson","1","Public"
1999-09-15,"Small businesses in the U.S. economy","http://www.federalreserve.gov/boarddocs/speeches/1999/19990915.htm","Edward M. Gramlich","1","Public"
1999-09-16,"Readiness of financial institutions for the year 2000","http://www.federalreserve.gov/boarddocs/speeches/1999/19990916.htm","Edward W. Kelley","1","Public"
1999-09-17,"Status of Y2K preparedness","http://www.federalreserve.gov/boarddocs/speeches/1999/19990917.htm","Alan Greenspan","3","Public"
1999-09-17,"Electronic money in the United States","http://www.federalreserve.gov/boarddocs/speeches/1999/199909172.htm","Edward M. Gramlich","1","Public"
1999-09-21,"Is information technology the key to higher productivity growth in the United States and abroad? ","http://www.federalreserve.gov/boarddocs/speeches/1999/19990921.htm","Roger W. Ferguson","1","Public"
1999-09-27,"Lessons from the global crises","http://www.federalreserve.gov/boarddocs/speeches/1999/199909272.htm","Alan Greenspan","3","Public"
1999-09-27,"An agenda for bank supervision and regulation","http://www.federalreserve.gov/boarddocs/speeches/1999/19990927.htm","Laurence H. Meyer","1","Public"
1999-09-28,"Year 2000: Ninety-four days and counting ","http://www.federalreserve.gov/boarddocs/speeches/1999/19990928.htm","Roger W. Ferguson","1","Public"
1999-09-30,"Trade and technology","http://www.federalreserve.gov/boarddocs/speeches/1999/19990930.htm","Alan Greenspan","3","Public"
1999-10-01,"Implications of recent global financial crises for bank supervision and regulation ","http://www.federalreserve.gov/boarddocs/speeches/1999/19991001.htm","Laurence H. Meyer","1","Public"
1999-10-06,"Year 2000: Eighty-six days and counting ","http://www.federalreserve.gov/boarddocs/speeches/1999/19991006.htm","Roger W. Ferguson","2","Public"
